query_id	jaccard	bge_m3_hybrid	bm25	e5	e5_hybrid	source	half
6058	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6059	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6060	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6061	0.75	1.0	1.0	1.0	1.0	real_295	inferior
6062	0.8095238095238095	0.5	0.5	0.5	0.5	real_295	superior
6063	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
6064	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
6065	0.8260869565217391	1.0	1.0	1.0	1.0	real_295	superior
6066	0.8260869565217391	1.0	1.0	1.0	1.0	real_295	superior
6067	0.8333333333333334	1.0	1.0	1.0	1.0	real_295	superior
6068	0.8918918918918919	1.0	1.0	1.0	1.0	real_295	superior
6069	0.8974358974358975	1.0	1.0	1.0	1.0	real_295	superior
6070	0.9047619047619048	1.0	1.0	1.0	1.0	real_295	superior
6071	0.3333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6072	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6073	0.7777777777777778	0.5	0.5	0.125	0.25	real_295	superior
6074	0.7777777777777778	0.5	0.5	0.125	0.25	real_295	superior
6075	0.7777777777777778	0.5	0.5	0.125	0.2	real_295	superior
6076	0.7777777777777778	0.5	0.5	0.125	0.2	real_295	superior
6077	0.7777777777777778	0.5	0.5	0.125	0.2	real_295	superior
6078	0.7777777777777778	0.5	0.5	0.125	0.2	real_295	superior
6079	0.7777777777777778	0.5	0.5	0.111111	0.2	real_295	superior
6080	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6081	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6082	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6083	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6084	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6085	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6086	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6087	0.4015151515151515	0.75	0.666667	0.7	0.7	real_295	inferior
6088	0.3549783549783549	1.0	0.805556	0.805556	0.805556	real_295	inferior
6089	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6090	0.6666666666666666	0.5	0.5	0.5	0.5	real_295	inferior
6091	0.6363636363636364	0.5	0.5	0.5	0.5	real_295	inferior
6092	0.8	1.0	1.0	1.0	1.0	real_295	superior
6093	0.8	1.0	1.0	1.0	1.0	real_295	superior
6094	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6095	0.8	1.0	1.0	1.0	1.0	real_295	superior
6096	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6097	0.8	1.0	1.0	1.0	1.0	real_295	superior
6098	0.8	1.0	1.0	1.0	1.0	real_295	superior
6099	0.8095238095238095	1.0	1.0	0.5	1.0	real_295	superior
6100	0.8181818181818182	1.0	1.0	0.5	1.0	real_295	superior
6101	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6102	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6103	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6104	0.8260869565217391	1.0	1.0	1.0	1.0	real_295	superior
6105	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6106	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6107	0.5555555555555556	1.0	1.0	0.5	1.0	real_295	inferior
6108	0.6	1.0	1.0	0.333333	0.5	real_295	inferior
6109	0.6363636363636364	1.0	1.0	0.333333	0.5	real_295	inferior
6110	0.8571428571428571	0.5	0.5	0.5	0.5	real_295	superior
6111	0.8709677419354839	0.5	0.5	0.5	0.5	real_295	superior
6112	0.8571428571428571	0.5	0.5	0.333333	0.5	real_295	superior
6113	0.8571428571428571	0.5	0.5	0.333333	0.5	real_295	superior
6114	0.8461538461538461	1.0	1.0	0.333333	0.5	real_295	superior
6115	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6116	0.5	0.25	0.333333	0.333333	0.25	real_295	inferior
6117	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6118	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6119	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6120	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6121	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6122	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6123	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6124	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6125	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6126	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6127	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6128	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6129	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6130	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6131	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6132	0.8	1.0	1.0	0.5	1.0	real_295	superior
6133	0.8	1.0	1.0	1.0	1.0	real_295	superior
6134	0.8	1.0	1.0	0.333333	1.0	real_295	superior
6135	0.8	1.0	1.0	1.0	1.0	real_295	superior
6136	0.8	0.5	1.0	1.0	1.0	real_295	superior
6137	0.8	0.5	1.0	1.0	1.0	real_295	superior
6138	0.8	1.0	1.0	1.0	1.0	real_295	superior
6139	0.8	1.0	1.0	1.0	1.0	real_295	superior
6140	0.8	1.0	1.0	1.0	1.0	real_295	superior
6141	0.8	1.0	1.0	0.5	1.0	real_295	superior
6142	0.8	1.0	1.0	1.0	1.0	real_295	superior
6143	0.8	1.0	1.0	1.0	1.0	real_295	superior
6144	0.8	1.0	1.0	1.0	1.0	real_295	superior
6145	0.8	1.0	1.0	1.0	1.0	real_295	superior
6146	0.8	1.0	1.0	1.0	1.0	real_295	superior
6147	0.8	1.0	1.0	1.0	1.0	real_295	superior
6148	0.8	1.0	1.0	1.0	1.0	real_295	superior
6149	0.8	1.0	1.0	1.0	1.0	real_295	superior
6150	0.8	1.0	1.0	1.0	1.0	real_295	superior
6151	0.8	1.0	1.0	1.0	1.0	real_295	superior
6152	0.8	1.0	1.0	1.0	1.0	real_295	superior
6153	0.8	1.0	1.0	1.0	1.0	real_295	superior
6154	0.8	1.0	1.0	1.0	1.0	real_295	superior
6155	0.8	1.0	1.0	1.0	1.0	real_295	superior
6156	0.8	1.0	1.0	1.0	1.0	real_295	superior
6157	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6158	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6159	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6160	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6161	0.5	1.0	1.0	1.0	1.0	real_295	inferior
6162	0.4285714285714285	1.0	1.0	1.0	1.0	real_295	inferior
6163	0.5	1.0	1.0	0.5	1.0	real_295	inferior
6164	0.3333333333333333	1.0	1.0	0.333333	0.5	real_295	inferior
6165	0.8095238095238095	0.5	0.5	1.0	0.5	real_295	superior
6166	0.6923076923076923	0.5	0.5	0.5	0.5	real_295	inferior
6174	0.6666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
6175	0.7142857142857143	0.5	0.5	0.5	0.5	real_295	inferior
6176	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6177	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6178	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6179	0.5405701754385965	0.625	0.611111	0.7	0.666667	real_295	inferior
6180	0.75	1.0	1.0	1.0	1.0	real_295	inferior
6181	0.875	0.5	0.5	0.25	0.5	real_295	superior
6182	0.875	0.5	0.5	0.111111	0.2	real_295	superior
6183	0.9345238095238096	1.0	1.0	0.777778	0.866667	real_295	superior
6184	0.9345238095238096	1.0	1.0	0.791667	0.866667	real_295	superior
6185	0.875	0.5	0.5	0.111111	0.166667	real_295	superior
6186	0.9345238095238096	1.0	1.0	0.75	0.809524	real_295	superior
6187	0.875	0.5	0.5	0.142857	0.25	real_295	superior
6188	0.875	0.5	0.5	0.166667	0.333333	real_295	superior
6189	0.875	0.5	0.5	0.111111	0.2	real_295	superior
6190	0.875	0.5	0.5	0.076923	0.125	real_295	superior
6191	0.875	1.0	1.0	0.2	1.0	real_295	superior
6192	0.875	0.5	0.5	0.142857	0.5	real_295	superior
6193	0.875	0.5	0.5	0.166667	0.5	real_295	superior
6194	0.875	0.5	0.5	0.333333	0.5	real_295	superior
6195	0.875	0.5	0.5	0.111111	0.2	real_295	superior
6196	0.875	0.5	0.5	0.25	0.333333	real_295	superior
6197	0.8666666666666667	1.0	1.0	1.0	1.0	real_295	superior
6198	0.9199999999999999	1.0	1.0	0.833333	1.0	real_295	superior
6199	0.8461538461538461	0.5	0.5	0.5	0.5	real_295	superior
6214	0.8518518518518519	1.0	1.0	0.25	0.5	real_295	superior
6215	0.84	1.0	1.0	1.0	1.0	real_295	superior
6216	0.7934472934472934	1.0	1.0	1.0	1.0	real_295	superior
6217	0.7903703703703704	1.0	1.0	0.833333	1.0	real_295	superior
6218	0.7777777777777778	1.0	1.0	0.5	1.0	real_295	superior
6219	0.8666666666666667	1.0	1.0	1.0	1.0	real_295	superior
6220	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6221	0.7671814671814672	0.833333	0.833333	1.0	0.833333	real_295	superior
6222	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6223	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6224	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6225	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6441	0.1034482758620689	1.0	1.0	0.5	1.0	real_295	inferior
6443	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6444	0.875	1.0	1.0	0.25	1.0	real_295	superior
6451	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6452	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6453	0.8095238095238095	0.5	1.0	0.2	0.5	real_295	superior
6454	0.8095238095238095	0.5	1.0	0.25	0.5	real_295	superior
6455	0.8095238095238095	0.333333	1.0	0.25	0.5	real_295	superior
6456	0.8181818181818182	0.5	1.0	0.333333	1.0	real_295	superior
6457	0.8181818181818182	0.5	1.0	0.333333	0.5	real_295	superior
6458	0.6890909090909092	0.625	0.625	0.266667	0.611111	real_295	inferior
6459	0.6198877665544332	0.479167	0.472222	0.219444	0.460039	real_295	inferior
6460	0.8181818181818182	1.0	1.0	1.0	1.0	real_295	superior
6461	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6462	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6463	0.8666666666666667	1.0	1.0	1.0	1.0	real_295	superior
6464	0.6363636363636364	0.5	0.5	0.5	0.5	real_295	inferior
6465	0.8857142857142857	1.0	1.0	1.0	1.0	real_295	superior
6466	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
6467	0.8666666666666667	1.0	1.0	1.0	1.0	real_295	superior
6468	0.8	1.0	1.0	1.0	1.0	real_295	superior
6469	0.75	1.0	1.0	1.0	1.0	real_295	inferior
6470	0.75	1.0	1.0	1.0	1.0	real_295	inferior
6471	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
6472	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6473	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6474	0.8518518518518519	0.5	0.5	0.5	0.5	real_295	superior
6475	0.8823529411764706	1.0	1.0	1.0	1.0	real_295	superior
6476	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6477	0.8461538461538461	1.0	1.0	1.0	1.0	real_295	superior
6478	0.8333333333333334	1.0	1.0	1.0	1.0	real_295	superior
6479	0.6666666666666666	1.0	1.0	0.5	1.0	real_295	inferior
6480	0.5555555555555556	0.5	0.5	0.5	0.5	real_295	inferior
6481	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6482	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6483	0.7647058823529411	0.5	0.5	0.5	0.5	real_295	superior
6484	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6485	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
6486	0.7142857142857143	1.0	1.0	1.0	1.0	real_295	inferior
6487	0.3333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6488	0.8	1.0	1.0	0.125	0.25	real_295	superior
6489	0.75	1.0	1.0	1.0	1.0	real_295	inferior
6490	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6491	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6492	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6493	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6494	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6495	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6496	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6497	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6498	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
6499	0.7647058823529411	1.0	1.0	1.0	1.0	real_295	superior
6500	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6501	0.7766367137355584	1.0	1.0	0.75	0.833333	real_295	superior
6502	0.7704447632711622	1.0	1.0	0.75	1.0	real_295	superior
6503	0.6096256684491979	0.583333	0.666667	0.525	0.555556	real_295	inferior
6504	0.7894736842105263	1.0	1.0	0.2	0.333333	real_295	superior
6505	0.8333333333333334	1.0	1.0	1.0	1.0	real_295	superior
6506	0.8095238095238095	1.0	1.0	1.0	1.0	real_295	superior
6507	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6508	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6509	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6510	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6511	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6512	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6513	0.75	1.0	1.0	1.0	1.0	real_295	inferior
6514	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6515	0.3642857142857142	1.0	1.0	1.0	1.0	real_295	inferior
6516	0.44999999999999996	1.0	1.0	0.7	0.833333	real_295	inferior
6517	0.6220095693779903	0.611111	0.666667	0.22549	0.361111	real_295	inferior
6518	0.7894736842105263	1.0	1.0	0.333333	0.5	real_295	superior
6519	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6520	0.8	1.0	1.0	1.0	1.0	real_295	superior
6521	0.7333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
6522	0.6	1.0	1.0	0.5	1.0	real_295	inferior
6523	0.5531309297912713	0.625	0.6	0.6	0.6	real_295	inferior
6524	0.8666666666666667	1.0	1.0	0.5	1.0	real_295	superior
6525	0.6923076923076923	1.0	1.0	1.0	1.0	real_295	inferior
6526	0.8260869565217391	0.5	0.5	0.5	0.5	real_295	superior
6527	0.6	1.0	1.0	1.0	1.0	real_295	inferior
6528	0.8	1.0	1.0	1.0	1.0	real_295	superior
6529	0.8	1.0	1.0	1.0	1.0	real_295	superior
6530	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6531	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6532	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6533	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6534	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6535	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6536	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6537	0.7777777777777778	1.0	1.0	1.0	1.0	real_295	superior
6538	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6539	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
6540	0.7894736842105263	1.0	1.0	1.0	1.0	real_295	superior
