"ID_Sup"	"ID_Prod"	"Prod_Desc"	"ID_Itm"	"Itm_Desc"
"295"	"39408"	"ESTABILIZADOR - ESTABILIZADOR ELETRÔNICO TRIFÁSICO DE TENSÃO 15 KVA"	"124568"	"TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 15 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL"
"295"	"17644"	"TUBO PVC OCRE DIÂMETRO 100MM COM CONEXÃO JEI"	"124653"	"TUBO COLETOR DE ESGOTO PVC, JEI, DN 100 MM (NBR 7362)"
"295"	"35638"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124806"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"6183"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)"	"124807"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"6184"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)"	"124808"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35639"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124809"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"6186"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)"	"124810"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35640"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, (SDR 26 - PN 05) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124811"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35642"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124813"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35643"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124814"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35644"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124816"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35645"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124817"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35646"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, (SDR 21 - PN 06) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124818"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, ( SDR 21 - PN 06 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35647"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, (SRD 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124819"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, ( SRD 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35648"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, (SDR 26 - PN 05) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"	"124820"	"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)"
"295"	"35650"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 14"" (400 MM)"	"124827"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 14'' (400 MM)"
"295"	"35651"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 16"" (450 MM)"	"124828"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 16'' (450 MM)"
"295"	"35652"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 4"" (450 MM)"	"124829"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 4'' (450 MM)"
"295"	"35653"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 6"" (200 MM)"	"124830"	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 6'' (200 MM)"
"295"	"35661"	"TUBO MULTICAMADA PEX GAS, DN *26* MM"	"124840"	"TUBO MULTICAMADA PEX, DN *26* MM, PARA INSTALACOES A GAS (AMARELO)"
"295"	"35659"	"TUBO MULTICAMADA PEX GAS, DN *16* MM"	"124841"	"TUBO MULTICAMADA PEX, DN 16 MM, PARA INSTALACOES A GAS (AMARELO)"
"295"	"35660"	"TUBO MULTICAMADA PEX GAS, DN *20* MM"	"124842"	"TUBO MULTICAMADA PEX, DN 20 MM, PARA INSTALACOES A GAS (AMARELO)"
"295"	"35662"	"TUBO MULTICAMADA PEX GAS, DN *32* MM"	"124843"	"TUBO MULTICAMADA PEX, DN 32 MM, PARA INSTALACOES A GAS (AMARELO)"
"295"	"35677"	"TUBO PVC SERIE NORMAL, DN 150 MM, PARA ESGOTO PREDIAL (NBR 5688)"	"124863"	"TUBO PVC SERIE NORMAL, DN 150 MM, PARA ESGOTO PREDIAL (NBR 5688)"
"295"	"35678"	"TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)"	"124864"	"TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)"
"295"	"35663"	"TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 300 MM/ DE 315 MM, REDE COLETORA ESGOTO"	"124868"	"TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 300 MM, REDE COLETORA ESGOTO"
"295"	"14589"	"Tubo de pvc geomecânico standard, DN 154, parede de 9,5mm, seção de 2 m"	"124873"	"TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO STANDARD, DN = 154 MM, COMPRIMENTO = 2 M"
"295"	"8617"	"Tubo PVC DEFOFO, JEI, 1 MPA, DN 100mm, para rede de água (NBR 7665)"	"124876"	"TUBO PVC DEFOFO, JEI, 1 MPA, DN 100 MM, PARA REDE DE AGUA (NBR 7665)"
"295"	"8618"	"Tubo PVC DEFOFO JEI 1 MPA DN 150mm para rede de água (NBR 7665)"	"124877"	"TUBO PVC DEFOFO, JEI, 1 MPA, DN 150 MM, PARA REDE DE AGUA (NBR 7665)"
"295"	"8619"	"Tubo PVC DEFOFO JEI 1 MPA DN 200mm para rede de água (NBR 7665)"	"124878"	"TUBO PVC DEFOFO, JEI, 1 MPA, DN 200 MM, PARA REDE DE AGUA (NBR 7665)"
"295"	"8620"	"Tubo PVC DEFOFO JEI 1 MPA DN 250mm Para Rede De Água (NBR 7665)"	"124879"	"TUBO PVC DEFOFO, JEI, 1 MPA, DN 250 MM, PARA REDE DE AGUA (NBR 7665)"
"295"	"8615"	"Tubo PVC PBA JEI Classe 12 DN 75mm para rede de água (NBR 5647)"	"124883"	"TUBO PVC PBA JEI, CLASSE 12, DN 75 MM, PARA REDE DE AGUA (NBR 5647)"
"295"	"41576"	"TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)"	"124906"	"TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS (NBR 5688)"
"295"	"41575"	"TUBO PVC, SERIE R, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)"	"124908"	"TUBO PVC, SERIE R, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS (NBR 5688)"
"295"	"41573"	"TUBO PVC, SOLDAVEL, DE 20 MM, AGUA FRIA (NBR-5648)"	"124912"	"TUBO PVC, SOLDAVEL, DN 20 MM, AGUA FRIA (NBR-5648)"
"295"	"41574"	"TUBO PVC, SOLDAVEL, DE 25 MM, AGUA FRIA (NBR-5648)"	"124913"	"TUBO PVC, SOLDAVEL, DN 25 MM, AGUA FRIA (NBR-5648)"
"295"	"37368"	"Tubo PVC soldável 60 mm NBR 5648"	"124917"	"TUBO PVC, SOLDAVEL, DN 60 MM, AGUA FRIA (NBR-5648)"
"295"	"35679"	"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 2"""	"124926"	"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 2'"
"295"	"8068"	"união com assento conico de ferro longo (macho-femea) Diâmetro 2"""	"124934"	"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 2"""
"295"	"35680"	"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 3"""	"124936"	"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 3'"
"295"	"35681"	"UNIAO PVC, SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL"	"124970"	"UNIAO PVC, SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL"
"295"	"35682"	"UNIAO PVC, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL"	"124971"	"UNIAO PVC, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL"
"295"	"29044"	"UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 25 MM COR MARROM"	"124972"	"UNIAO PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL"
"295"	"29849"	"UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 32 MM COR MARROM"	"124973"	"UNIAO PVC, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL"
"295"	"35683"	"UNIAO PVC, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL"	"124974"	"UNIAO PVC, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL"
"295"	"29181"	"UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 50 MM COR MARROM"	"124975"	"UNIAO PVC, SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL"
"295"	"34158"	"UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 60 MM COR MARROM"	"124976"	"UNIAO PVC, SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL"
"295"	"35684"	"UNIAO PVC, SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL"	"124978"	"UNIAO PVC, SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL"
"295"	"6197"	"USINA DE ASFALTO, GRAVIMETRICA, CAPACIDADE DE 150 T/H, POTENCIA DE 400 KW"	"124992"	"USINA DE ASFALTO, GRAVIMETRICA, CAPACIDADE DE 150 T/H, POTENCIA DE 400 KW"
"295"	"35694"	"USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATORIA CAPACIDADE DE 200 A 500 T/H, POTENCIA DE 75 KW"	"124999"	"USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATORIA CAPACIDADE DE 200 A 500 T/H, POTENCIA DE 75 KW"
"295"	"35695"	"VALVULA DE DESCARGA METALICA, BASE 1 1/2"" E ACABAMENTO METALICO CROMADO"	"125001"	"VALVULA DE DESCARGA METALICA, BASE 1 1/2 "" E ACABAMENTO METALICO CROMADO"
"295"	"35696"	"VALVULA DE DESCARGA METALICA, BASE 1 1/4"" E ACABAMENTO METALICO CROMADO"	"125002"	"VALVULA DE DESCARGA METALICA, BASE 1 1/4 "" E ACABAMENTO METALICO CROMADO"
"295"	"35697"	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/2"""	"125004"	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/2 "" (REF 1552-B)"
"295"	"35698"	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/4"""	"125005"	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/4 "" (REF 1552-B)"
"295"	"12299"	"Válvula de retenção horizontal de bronze PN25 3"" ,400 Psi,tampa de porca de união,extremidades com rosca"	"125024"	"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 3"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA"
"295"	"35699"	"VALVULA EM METAL CROMADO PARA LAVATORIO, 1"" SEM LADRAO"	"125035"	"VALVULA EM METAL CROMADO PARA LAVATORIO, 1 "" SEM LADRAO"
"295"	"6198"	"VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H"	"125070"	"VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H"
"295"	"35704"	"VIDRO COMUM LAMINADO, LISO, INCOLOR, TRIPLO, ESPESSURA TOTAL 12 MM (CADA CAMADA E= 4 MM) - COLOCADO"	"125079"	"VIDRO COMUM LAMINADO, LISO, INCOLOR, TRIPLO, ESPESSURA TOTAL 12 MM (CADA CAMADA E= 4 MM) - COLOCADO"
"295"	"15552"	"Vidro liso de 4 mm, fumê"	"125085"	"VIDRO LISO FUME E = 4MM - SEM COLOCACAO"
"295"	"35705"	"VIDRO LISO INCOLOR 8MM - SEM COLOCACAO"	"125093"	"VIDRO LISO INCOLOR 8MM - SEM COLOCACAO"
"295"	"15551"	"Vidro aramado de 6 mm, transparente"	"125095"	"VIDRO PLANO ARAMADO E = 6 MM - SEM COLOCACAO"
"295"	"16700"	"Vidro temperado incolor 6 mm - material"	"125098"	"VIDRO TEMPERADO INCOLOR E = 6 MM, SEM COLOCACAO"
"295"	"12741"	"Vigota de madeira aparelhada 6 x 12 cm, em maçaranduba/massaranduba, angelim ou equivalente da região"	"125106"	"VIGA APARELHADA *6 X 12* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO"
"295"	"12740"	"Vigota de madeira aparelhada 6 x 16 cm, em maçaranduba/massaranduba, angelim ou equivalente da região"	"125107"	"VIGA APARELHADA *6 X 16* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO"
"295"	"35706"	"VIGA DE ESCORAMENTO H20, DE MADEIRA, PESO DE 5,00 A 5,20 KG/M, COM EXTREMIDADES PLASTICAS"	"125108"	"VIGA DE ESCORAMAENTO H20, DE MADEIRA, PESO DE 5,00 A 5,20 KG/M, COM EXTREMIDADES PLASTICAS"
"295"	"6024"	"AJUDANTE DE ESTRUTURAS METALICAS HORISTA"	"126721"	"AJUDANTE DE ESTRUTURAS METALICAS HORISTA [SINAPI 44499]"
"295"	"34737"	"AJUDANTE DE ESTRUTURAS METALICAS (HORISTA)"	"126721"	"AJUDANTE DE ESTRUTURAS METALICAS HORISTA [SINAPI 44499]"
"295"	"6025"	"APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO"	"126722"	"APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO [SINAPI 44473]"
"295"	"34757"	"APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO"	"126722"	"APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO [SINAPI 44473]"
"295"	"6026"	"AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H"	"126723"	"AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H [SINAPI 44498]"
"295"	"717"	"AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H"	"126723"	"AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H [SINAPI 44498]"
"295"	"6027"	"BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR"	"126724"	"BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR [SINAPI 44492]"
"295"	"923"	"BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR"	"126724"	"BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR [SINAPI 44492]"
"295"	"6028"	"BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2''"	"126735"	"BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2'' [SINAPI 44489]"
"295"	"34835"	"BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2"""	"126735"	"BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2'' [SINAPI 44489]"
"295"	"6029"	"CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 250 X 250 MM"	"126736"	"CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 250 X 250 MM [SINAPI 41480]"
"295"	"6030"	"CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X *300* MM"	"126737"	"CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X *300* MM [SINAPI 41474]"
