ID_Prod	ID_Itm	Prod_Desc	Itm_Desc
6053	126760	"DISCO DE CORTE PARA METAL COM DUAS TELAS 12 X 1/8 X 3/4 "" (300 X 3,2 X 19,05 MM)"	"DISCO DE CORTE PARA METAL COM DUAS TELAS 12 X 1/8 X 3/4 "" (300 X 3,2 X 19,05 MM) [SINAPI 44495]"
6054	126761	"DISCO DE DESBASTE PARA METAL FERROSO EM GERAL, COM TRES TELAS, 9 X 1/4 X 7/8 "" ( 228,6 X 6,4 X 22,2 MM)"	"DISCO DE DESBASTE PARA METAL FERROSO EM GERAL, COM TRES TELAS, 9 X 1/4 X 7/8 "" ( 228,6 X 6,4 X 22,2 MM) [SINAPI 44533]"
2236	126762	DISCO DE LIXA PARA METAL, DIAMETRO = 180 MM, GRAO 120	DISCO DE LIXA PARA METAL, DIAMETRO = 180 MM, GRAO 120 [SINAPI 44534]
6055	126762	DISCO DE LIXA PARA METAL, DIAMETRO = 180 MM, GRAO 120	DISCO DE LIXA PARA METAL, DIAMETRO = 180 MM, GRAO 120 [SINAPI 44534]
6056	126763	DIVISORIA EM GRANITO, COM DUAS FACES POLIDAS, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, E= *3,0* CM	DIVISORIA EM GRANITO, COM DUAS FACES POLIDAS, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, E= *3,0* CM [SINAPI 44476]
34997	126763	DIVISORIA EM GRANITO, COM DUAS FACES POLIDAS, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, E= *3,0* CM	DIVISORIA EM GRANITO, COM DUAS FACES POLIDAS, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, E= *3,0* CM [SINAPI 44476]
6057	126764	"ESCOVA CIRCULAR EM ACO LATONADO, 6 X 1 "" (DIAMETRO X ESPESSURA), FURO DE 1 1/4 "", FIO ONDULADO *0,30* MM"	"ESCOVA CIRCULAR EM ACO LATONADO, 6 X 1 "" (DIAMETRO X ESPESSURA), FURO DE 1 1/4 "", FIO ONDULADO *0,30* MM [SINAPI 44538]"
2477	126764	"ESCOVA CIRCULAR EM ACO LATONADO, 6 X 1 "" (DIAMETRO X ESPESSURA), FURO DE 1 1/4 "", FIO ONDULADO *0,30* MM"	"ESCOVA CIRCULAR EM ACO LATONADO, 6 X 1 "" (DIAMETRO X ESPESSURA), FURO DE 1 1/4 "", FIO ONDULADO *0,30* MM [SINAPI 44538]"
2616	126765	FERTILIZANTE NPK - 10:10:10	FERTILIZANTE NPK - 10:10:10 [SINAPI 44539]
6058	126765	FERTILIZANTE NPK - 10:10:10	FERTILIZANTE NPK - 10:10:10 [SINAPI 44539]
6059	126766	FITA / CINTA AUTOADESIVA ELASTOMERICA PARA VEDACAO, L= 50 MM, E = 3 MM	FITA / CINTA AUTOADESIVA ELASTOMERICA PARA VEDACAO, L= 50 MM, E = 3 MM [SINAPI 44397]
6060	126767	FUNDO SINTETICO NIVELADOR BRANCO FOSCO PARA MADEIRA	FUNDO SINTETICO NIVELADOR BRANCO FOSCO PARA MADEIRA [SINAPI 43653]
48078	126767	FUNDO SINTETICO NIVELADOR BRANCO FOSCO PARA MADEIRA	FUNDO SINTETICO NIVELADOR BRANCO FOSCO PARA MADEIRA [SINAPI 43653]
6061	126768	GESSO COLA, EM PO, PARA FIXACAO DE MOLDURAS, SANCAS E BLOCOS DE GESSO	GESSO COLA, EM PO, PARA FIXACAO DE MOLDURAS, SANCAS E BLOCOS DE GESSO [SINAPI 44324]
6062	126769	GRANALHA DE ACO, ESFERICA (SHOT), PARA JATEAMENTO, PENEIRA 1,19 A 1,00 MM (SAE S390)	GRANALHA DE ACO, ESFERICA (SHOT), PARA JATEAMENTO, PENEIRA 1,19 A 1,00 MM (SAE S390) [SINAPI 44481]
2764	126769	GRANALHA DE ACO, ESFERICA (SHOT), PARA JATEAMENTO, PENEIRA 1,19 A 1,00 MM (SAE S390)	GRANALHA DE ACO, ESFERICA (SHOT), PARA JATEAMENTO, PENEIRA 1,19 A 1,00 MM (SAE S390) [SINAPI 44481]
2790	126770	GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR DIESEL	GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR DIESEL [SINAPI 44494]
6063	126770	GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR DIESEL	GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR DIESEL [SINAPI 44494]
2793	126771	GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR DIESEL	GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR DIESEL [SINAPI 44493]
6064	126771	GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR DIESEL	GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR DIESEL [SINAPI 44493]
2804	126772	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 28,80 M, CAPACIDADE MAXIMA 30 T, POTENCIA 97 KW, TRACAO 4 X 4	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 28,80 M, CAPACIDADE MAXIMA 30 T, POTENCIA 97 KW, TRACAO 4 X 4 [SINAPI 44475]
6065	126772	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 28,80 M, CAPACIDADE MAXIMA 30 T, POTENCIA 97 KW, TRACAO 4 X 4	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 28,80 M, CAPACIDADE MAXIMA 30 T, POTENCIA 97 KW, TRACAO 4 X 4 [SINAPI 44475]
2805	126773	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 40 M, CAPACIDADE MAXIMA 60 T, POTENCIA 260 KW, TRACAO 6 X 6	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 40 M, CAPACIDADE MAXIMA 60 T, POTENCIA 260 KW, TRACAO 6 X 6 [SINAPI 44474]
6066	126773	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 40 M, CAPACIDADE MAXIMA 60 T, POTENCIA 260 KW, TRACAO 6 X 6	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 40 M, CAPACIDADE MAXIMA 60 T, POTENCIA 260 KW, TRACAO 6 X 6 [SINAPI 44474]
2806	126774	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW, TRACAO 10 X 6	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW, TRACAO 10 X 6 [SINAPI 44490]
6067	126774	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW, TRACAO 10 X 6	GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW, TRACAO 10 X 6 [SINAPI 44490]
6068	126775	JANELA INTEGRADA VENEZIANA EM ALUMINIO PERFIL 25, 120 X 120 CM (A X L), 2 FLS ( 2 VIDROS) E VENEZIANA COM ACIONAMENTO MANUAL, SEM BANDEIRA, ACABAMENTO BRILHANTE, BATENTE DE 11,50 A 12,50 CM, COM VIDRO, INCLUSO GUARNICAO	JANELA INTEGRADA VENEZIANA EM ALUMINIO PERFIL 25, 120 X 120 CM (A X L), 2 FLS ( 2 VIDROS) E VENEZIANA COM ACIONAMENTO MANUAL, SEM BANDEIRA, ACABAMENTO BRILHANTE, BATENTE DE 11,50 A 12,50 CM, COM VIDRO, INCLUSO GUARNICAO [SINAPI 44053]
6069	126776	JANELA VENEZIANA DE CORRER, EM ALUMINIO PERFIL 25, 100 X 120 CM (A X L), 3 FLS (2 VENEZIANAS E 1 VIDRO), SEM BANDEIRA, ACABAMENTO BRANCO OU BRILHANTE, BATENTE DE 8 A 9 CM, COM VIDRO, SEM GUARNICAO/ALIZAR	JANELA VENEZIANA DE CORRER, EM ALUMINIO PERFIL 25, 100 X 120 CM (A X L), 3 FLS (2 VENEZIANAS E 1 VIDRO), SEM BANDEIRA, ACABAMENTO BRANCO OU BRILHANTE, BATENTE DE 8 A 9 CM, COM VIDRO, SEM GUARNICAO/ALIZAR [SINAPI 44054]
6070	126777	JANELA VENEZIANA DE CORRER, EM ALUMINIO PERFIL 25, 100 X 150 CM (A X L), 6 FLS (4 VENEZIANAS E 2 VIDROS), SEM BANDEIRA, ACABAMENTO BRANCO OU BRILHANTE, BATENTE DE 8 A 9 CM, COM VIDRO, SEM GUARNICAO / ALIZAR	JANELA VENEZIANA DE CORRER, EM ALUMINIO PERFIL 25, 100 X 150 CM (A X L), 6 FLS (4 VENEZIANAS E 2 VIDROS), SEM BANDEIRA, ACABAMENTO BRANCO OU BRILHANTE, BATENTE DE 8 A 9 CM, COM VIDRO, SEM GUARNICAO / ALIZAR [SINAPI 44399]
6071	126778	JARDINEIRO HORISTA	JARDINEIRO HORISTA [SINAPI 44503]
6072	126779	LIMPA VIDROS COM PULVERIZADOR	LIMPA VIDROS COM PULVERIZADOR [SINAPI 44331]
6073	126780	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,50 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,50 MM ( NBR 15352) [SINAPI 44504]
3540	126780	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,50 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,50 MM ( NBR 15352) [SINAPI 44504]
6074	126781	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,75 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,75 MM (NBR 15352) [SINAPI 44505]
6075	126782	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,80 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,80 MM (NBR 15352) [SINAPI 44506]
6076	126783	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,00 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,00 MM (NBR 15352) [SINAPI 44507]
6077	126784	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,50 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,50 MM (NBR 15352) [SINAPI 44508]
6078	126785	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,00 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,00 MM (NBR 15352) [SINAPI 44509]
23063	126785	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,00 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,00 MM (NBR 15352) [SINAPI 44509]
6079	126786	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,50 MM (NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,50 MM (NBR 15352) [SINAPI 44510]
6080	126787	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,50 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,50 MM ( NBR 15352) [SINAPI 44512]
6081	126788	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,75 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,75 MM ( NBR 15352) [SINAPI 44513]
6082	126789	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,80 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,80 MM ( NBR 15352) [SINAPI 44514]
6083	126790	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,00 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,00 MM ( NBR 15352) [SINAPI 44515]
6084	126791	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,50 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,50 MM ( NBR 15352) [SINAPI 44511]
6085	126792	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,00 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,00 MM ( NBR 15352) [SINAPI 44516]
6086	126793	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,50 MM ( NBR 15352)	MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,50 MM ( NBR 15352) [SINAPI 44517]
6087	126794	MASSA ACRILICA PARA SUPERFICIES INTERNAS E EXTERNAS	MASSA ACRILICA PARA SUPERFICIES INTERNAS E EXTERNAS [SINAPI 43651]
6088	126795	MASSA CORRIDA PARA SUPERFICIES DE AMBIENTES INTERNOS	MASSA CORRIDA PARA SUPERFICIES DE AMBIENTES INTERNOS [SINAPI 43626]
6089	126796	MASSA PARA MADEIRA - INTERIOR E EXTERIOR	MASSA PARA MADEIRA - INTERIOR E EXTERIOR [SINAPI 43652]
6090	126797	"MASTRO SIMPLES GALVANIZADO DIAMETRO NOMINAL 1 1/2"""	"MASTRO SIMPLES GALVANIZADO DIAMETRO NOMINAL 1 1/2"" [SINAPI 41387]"
6091	126798	"MASTRO SIMPLES GALVANIZADO DIAMETRO NOMINAL 2"""	"MASTRO SIMPLES GALVANIZADO DIAMETRO NOMINAL 2"" [SINAPI 41388]"
6092	126799	"MASTRO TELESCOPICO DE 4 METROS (3 M X DN= 2"" + 1 M X DN= 1 1/2"")"	"MASTRO TELESCOPICO DE 4 METROS (3 M X DN= 2"" + 1 M X DN= 1 1/2"") [SINAPI 41380]"
6093	126800	"MASTRO TELESCOPICO GALVANIZADO 5 METROS (3 M X DN= 2"" + 2 M X DN= 1 1/2"")"	"MASTRO TELESCOPICO GALVANIZADO 5 METROS (3 M X DN= 2"" + 2 M X DN= 1 1/2"") [SINAPI 41381]"
6094	126801	"MASTRO TELESCOPICO GALVANIZADO 6 METROS (3 M X DN= 2"" + 3 M X DN= 1Â½"")"	"MASTRO TELESCOPICO GALVANIZADO 6 METROS (3 M X DN= 2"" + 3 M X DN= 1Â½"") [SINAPI 41382]"
6095	126802	"MASTRO TELESCOPICO GALVANIZADO 7 METROS (6 M X DN= 2"" + 1 M X DN= 1 1/2"")"	"MASTRO TELESCOPICO GALVANIZADO 7 METROS (6 M X DN= 2"" + 1 M X DN= 1 1/2"") [SINAPI 41383]"
6096	126803	"MASTRO TELESCOPICO GALVANIZADO 9 METROS (6 M X DN= 2"" + 3 M X DN= 1 1/2"")"	"MASTRO TELESCOPICO GALVANIZADO 9 METROS (6 M X DN= 2"" + 3 M X DN= 1 1/2"") [SINAPI 41385]"
3632	126804	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO I-B (PREMIX) - NBR 16184	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO I-B (PREMIX) - NBR 16184 [SINAPI 44478]
6097	126804	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO I-B (PREMIX) - NBR 16184	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO I-B (PREMIX) - NBR 16184 [SINAPI 44478]
3633	126805	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO II-A (DROP-ON) - NBR 16184	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO II-A (DROP-ON) - NBR 16184 [SINAPI 44477]
6098	126805	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO II-A (DROP-ON) - NBR 16184	MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO II-A (DROP-ON) - NBR 16184 [SINAPI 44477]
6099	126806	MINICAPTOR, EM ACO GALVANIZADO A FOGO, FIXACAO COM ROSCA SOBERBA OU MECANICA, H=600 MM X DN=10 MM	MINICAPTOR, EM ACO GALVANIZADO A FOGO, FIXACAO COM ROSCA SOBERBA OU MECANICA, H=600 MM X DN=10 MM [SINAPI 41420]
