source	query_id	query_text	target_text	target_id
real_295	41222	TELA DE AÇO SOLDADA NERVURADA, CA-60, Q-196, (3,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM	TELA DE ACO SOLDADA NERVURADA, CA-60, Q-196, (3,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM	124369
real_295	6643	TELHA DE CONCRETO TIPO CLASSICA, COR CINZA, COMPRIMENTO DE *42* CM, RENDIMENTO DE *10* TELHAS/M2 (COLETADO CAIXA)	TELHA DE CONCRETO TIPO CLASSICA, COR CINZA, COMPRIMENTO DE *42* CM, RENDIMENTO DE *10* TELHAS/M2	124395
real_295	50871	TELHA FIBROCIMENTO FOLHA 2,44 X 1,10 6 MM	TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, DE 2,44 X 1,10 M (SEM AMIANTO)	124409
real_295	16719	TELHA GALVALUME COM ISOLAMENTO TERMOACUSTICO EM ESPUMA RIGIDA DE POLIURETANO INJETADO ESPESSURA DE 30MM, DENSIDADE DE 35KG/M3 REVESTIMENTO EM TELHA TRAPEZOIDAL NAS DUAS FACES COM ESPESSURA DE 0,50MM CADA, PINTADA NA COR BRANCA	TELHA GALVALUME COM ISOLAMENTO TERMOACUSTICO EM ESPUMA RIGIDA DE POLIURETANO (PU) INJETADO, ESPESSURA DE 30 MM, DENSIDADE DE 35 KG/M3, COM DUAS FACES TRAPEZOIDAIS, ACABAMENTO NATURAL (NAO INCLUI ACESSORIOS DE FIXACAO)	124433
real_295	5604	Tinta asfáltica impermeabilizante	TINTA ASFALTICA IMPERMEABILIZANTE DISPERSA EM AGUA, PARA MATERIAIS CIMENTICIOS	124498
real_295	39408	ESTABILIZADOR - ESTABILIZADOR ELETRÔNICO TRIFÁSICO DE TENSÃO 15 KVA	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 15 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	124568
real_295	17644	TUBO PVC OCRE DIÂMETRO 100MM COM CONEXÃO JEI	TUBO COLETOR DE ESGOTO PVC, JEI, DN 100 MM (NBR 7362)	124653
real_295	35638	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124806
real_295	6183	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124807
real_295	6184	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124808
real_295	35639	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124809
real_295	6186	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124810
real_295	35640	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, (SDR 26 - PN 05) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124811
real_295	35642	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124813
real_295	35643	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124814
real_295	35644	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124816
real_295	35645	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124817
real_295	35646	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, (SDR 21 - PN 06) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, ( SDR 21 - PN 06 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124818
real_295	35647	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, (SRD 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, ( SRD 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124819
real_295	35648	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, (SDR 26 - PN 05) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)	124820
real_295	35650	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 14"" (400 MM)"	TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 14'' (400 MM)	124827
real_295	35651	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 16"" (450 MM)"	TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 16'' (450 MM)	124828
real_295	35652	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 4"" (450 MM)"	TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 4'' (450 MM)	124829
real_295	35653	"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 6"" (200 MM)"	TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 6'' (200 MM)	124830
real_295	35661	TUBO MULTICAMADA PEX GAS, DN *26* MM	TUBO MULTICAMADA PEX, DN *26* MM, PARA INSTALACOES A GAS (AMARELO)	124840
real_295	35659	TUBO MULTICAMADA PEX GAS, DN *16* MM	TUBO MULTICAMADA PEX, DN 16 MM, PARA INSTALACOES A GAS (AMARELO)	124841
real_295	35660	TUBO MULTICAMADA PEX GAS, DN *20* MM	TUBO MULTICAMADA PEX, DN 20 MM, PARA INSTALACOES A GAS (AMARELO)	124842
real_295	35662	TUBO MULTICAMADA PEX GAS, DN *32* MM	TUBO MULTICAMADA PEX, DN 32 MM, PARA INSTALACOES A GAS (AMARELO)	124843
real_295	35677	TUBO PVC SERIE NORMAL, DN 150 MM, PARA ESGOTO PREDIAL (NBR 5688)	TUBO PVC SERIE NORMAL, DN 150 MM, PARA ESGOTO PREDIAL (NBR 5688)	124863
real_295	35678	TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)	TUBO PVC SERIE NORMAL, DN 40 MM, PARA ESGOTO PREDIAL (NBR 5688)	124864
real_295	35663	TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 300 MM/ DE 315 MM, REDE COLETORA ESGOTO	TUBO PVC CORRUGADO, PAREDE DUPLA, JE, DN 300 MM, REDE COLETORA ESGOTO	124868
real_295	14589	Tubo de pvc geomecânico standard, DN 154, parede de 9,5mm, seção de 2 m	TUBO PVC DE REVESTIMENTO GEOMECANICO NERVURADO STANDARD, DN = 154 MM, COMPRIMENTO = 2 M	124873
real_295	8617	Tubo PVC DEFOFO, JEI, 1 MPA, DN 100mm, para rede de água (NBR 7665)	TUBO PVC DEFOFO, JEI, 1 MPA, DN 100 MM, PARA REDE DE AGUA (NBR 7665)	124876
real_295	8618	Tubo PVC DEFOFO JEI 1 MPA DN 150mm para rede de água (NBR 7665)	TUBO PVC DEFOFO, JEI, 1 MPA, DN 150 MM, PARA REDE DE AGUA (NBR 7665)	124877
real_295	8619	Tubo PVC DEFOFO JEI 1 MPA DN 200mm para rede de água (NBR 7665)	TUBO PVC DEFOFO, JEI, 1 MPA, DN 200 MM, PARA REDE DE AGUA (NBR 7665)	124878
real_295	8620	Tubo PVC DEFOFO JEI 1 MPA DN 250mm Para Rede De Água (NBR 7665)	TUBO PVC DEFOFO, JEI, 1 MPA, DN 250 MM, PARA REDE DE AGUA (NBR 7665)	124879
real_295	8615	Tubo PVC PBA JEI Classe 12 DN 75mm para rede de água (NBR 5647)	TUBO PVC PBA JEI, CLASSE 12, DN 75 MM, PARA REDE DE AGUA (NBR 5647)	124883
real_295	41576	TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)	TUBO PVC, SERIE R, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS (NBR 5688)	124906
real_295	41575	TUBO PVC, SERIE R, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAL (NBR 5688)	TUBO PVC, SERIE R, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS (NBR 5688)	124908
real_295	41573	TUBO PVC, SOLDAVEL, DE 20 MM, AGUA FRIA (NBR-5648)	TUBO PVC, SOLDAVEL, DN 20 MM, AGUA FRIA (NBR-5648)	124912
real_295	41574	TUBO PVC, SOLDAVEL, DE 25 MM, AGUA FRIA (NBR-5648)	TUBO PVC, SOLDAVEL, DN 25 MM, AGUA FRIA (NBR-5648)	124913
real_295	37368	Tubo PVC soldável 60 mm NBR 5648	TUBO PVC, SOLDAVEL, DN 60 MM, AGUA FRIA (NBR-5648)	124917
real_295	35679	"UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 2"""	UNIAO COM ASSENTO CONICO DE BRONZE, DIAMETRO 2'	124926
real_295	8068	"união com assento conico de ferro longo (macho-femea) Diâmetro 2"""	"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 2"""	124934
real_295	35680	"UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 3"""	UNIAO COM ASSENTO CONICO DE FERRO LONGO (MACHO-FEMEA), DIAMETRO 3'	124936
real_295	35681	UNIAO PVC, SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL	UNIAO PVC, SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL	124970
real_295	35682	UNIAO PVC, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL	UNIAO PVC, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL	124971
real_295	29044	UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 25 MM COR MARROM	UNIAO PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL	124972
real_295	29849	UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 32 MM COR MARROM	UNIAO PVC, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL	124973
real_295	35683	UNIAO PVC, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL	UNIAO PVC, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL	124974
real_295	29181	UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 50 MM COR MARROM	UNIAO PVC, SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL	124975
real_295	34158	UNIAO SOLDAVEL EM PVC RIGIDO PARA A LINHA DE ÁGUA FRIA 60 MM COR MARROM	UNIAO PVC, SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL	124976
real_295	35684	UNIAO PVC, SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL	UNIAO PVC, SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL	124978
real_295	6197	USINA DE ASFALTO, GRAVIMETRICA, CAPACIDADE DE 150 T/H, POTENCIA DE 400 KW	USINA DE ASFALTO, GRAVIMETRICA, CAPACIDADE DE 150 T/H, POTENCIA DE 400 KW	124992
real_295	35694	USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATORIA CAPACIDADE DE 200 A 500 T/H, POTENCIA DE 75 KW	USINA MISTURADORA DE SOLOS, DOSADORES TRIPLOS, CALHA VIBRATORIA CAPACIDADE DE 200 A 500 T/H, POTENCIA DE 75 KW	124999
real_295	35695	"VALVULA DE DESCARGA METALICA, BASE 1 1/2"" E ACABAMENTO METALICO CROMADO"	"VALVULA DE DESCARGA METALICA, BASE 1 1/2 "" E ACABAMENTO METALICO CROMADO"	125001
real_295	35696	"VALVULA DE DESCARGA METALICA, BASE 1 1/4"" E ACABAMENTO METALICO CROMADO"	"VALVULA DE DESCARGA METALICA, BASE 1 1/4 "" E ACABAMENTO METALICO CROMADO"	125002
real_295	35697	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/2"""	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/2 "" (REF 1552-B)"	125004
real_295	35698	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/4"""	"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 1 1/4 "" (REF 1552-B)"	125005
real_295	12299	"Válvula de retenção horizontal de bronze PN25 3"" ,400 Psi,tampa de porca de união,extremidades com rosca"	"VALVULA DE RETENCAO HORIZONTAL, DE BRONZE (PN-25), 3"", 400 PSI, TAMPA DE PORCA DE UNIAO, EXTREMIDADES COM ROSCA"	125024
real_295	35699	"VALVULA EM METAL CROMADO PARA LAVATORIO, 1"" SEM LADRAO"	"VALVULA EM METAL CROMADO PARA LAVATORIO, 1 "" SEM LADRAO"	125035
real_295	6198	VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H	VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H	125070
real_295	35704	VIDRO COMUM LAMINADO, LISO, INCOLOR, TRIPLO, ESPESSURA TOTAL 12 MM (CADA CAMADA E= 4 MM) - COLOCADO	VIDRO COMUM LAMINADO, LISO, INCOLOR, TRIPLO, ESPESSURA TOTAL 12 MM (CADA CAMADA E= 4 MM) - COLOCADO	125079
real_295	15552	Vidro liso de 4 mm, fumê	VIDRO LISO FUME E = 4MM - SEM COLOCACAO	125085
real_295	35705	VIDRO LISO INCOLOR 8MM - SEM COLOCACAO	VIDRO LISO INCOLOR 8MM - SEM COLOCACAO	125093
real_295	15551	Vidro aramado de 6 mm, transparente	VIDRO PLANO ARAMADO E = 6 MM - SEM COLOCACAO	125095
real_295	16700	Vidro temperado incolor 6 mm - material	VIDRO TEMPERADO INCOLOR E = 6 MM, SEM COLOCACAO	125098
real_295	12741	Vigota de madeira aparelhada 6 x 12 cm, em maçaranduba/massaranduba, angelim ou equivalente da região	VIGA APARELHADA *6 X 12* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO	125106
real_295	12740	Vigota de madeira aparelhada 6 x 16 cm, em maçaranduba/massaranduba, angelim ou equivalente da região	VIGA APARELHADA *6 X 16* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO	125107
real_295	35706	VIGA DE ESCORAMENTO H20, DE MADEIRA, PESO DE 5,00 A 5,20 KG/M, COM EXTREMIDADES PLASTICAS	VIGA DE ESCORAMAENTO H20, DE MADEIRA, PESO DE 5,00 A 5,20 KG/M, COM EXTREMIDADES PLASTICAS	125108
real_295	6024	AJUDANTE DE ESTRUTURAS METALICAS HORISTA	AJUDANTE DE ESTRUTURAS METALICAS HORISTA [SINAPI 44499]	126721
real_295	34737	AJUDANTE DE ESTRUTURAS METALICAS (HORISTA)	AJUDANTE DE ESTRUTURAS METALICAS HORISTA [SINAPI 44499]	126721
real_295	6025	APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO	APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO [SINAPI 44473]	126722
real_295	34757	APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO	APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO [SINAPI 44473]	126722
real_295	6026	AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H	AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H [SINAPI 44498]	126723
real_295	717	AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H	AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H [SINAPI 44498]	126723
real_295	6027	BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR	BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR [SINAPI 44492]	126724
real_295	923	BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR	BETONEIRA CAPACIDADE NOMINAL 600 L, CAPACIDADE DE MISTURA 440 L, MOTOR A GASOLINA POTENCIA 10 HP, COM CARREGADOR [SINAPI 44492]	126724
real_295	6028	BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2''	BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2'' [SINAPI 44489]	126735
real_295	34835	"BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2"""	BOMBA TRIPLEX COM MOTOR A DIESEL, NACIONAL, DIAMETRO DE SUCCAO DE 2 1/2'' [SINAPI 44489]	126735
real_295	6029	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 250 X 250 MM	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 250 X 250 MM [SINAPI 41480]	126736
real_295	6030	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X *300* MM	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X *300* MM [SINAPI 41474]	126737
real_295	6031	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X 250 MM	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X 250 MM [SINAPI 41475]	126738
real_295	6032	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X 600 MM	CAIXA DE INSPECAO PARA ATERRAMENTO OU OUTRO USO, EM PVC, DN = 300 X 600 MM [SINAPI 41476]	126739
real_295	1422	CALCARIO DOLOMITICO A (POSTO PEDREIRA/FORNECEDOR, SEM FRETE)	CALCARIO DOLOMITICO A (POSTO PEDREIRA/FORNECEDOR, SEM FRETE) [SINAPI 44479]	126740
real_295	6033	CALCARIO DOLOMITICO A (POSTO PEDREIRA/FORNECEDOR, SEM FRETE)	CALCARIO DOLOMITICO A (POSTO PEDREIRA/FORNECEDOR, SEM FRETE) [SINAPI 44479]	126740
real_295	6034	CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 300 MM, DUAS DESCIDAS	CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 300 MM, DUAS DESCIDAS [SINAPI 41410]	126741
real_295	6035	CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 300 MM, UMA DESCIDA	CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 300 MM, UMA DESCIDA [SINAPI 41411]	126742
real_295	6036	CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 350 MM, DUAS DESCIDAS	CAPTOR FRANKLIN (4 PONTAS), EM LATAO CROMADO, H = 350 MM, DUAS DESCIDAS [SINAPI 41412]	126743
